Policy,well_supported_pct,sparse_pct,outside_practical_support_pct,mean_nearest_neighbor_distance
g0,97.49142113359366,2.508578866406342,0.0,0.0
g1,94.21370252041179,5.786297479588214,0.0,0.0008490252902889019
g2,87.1731156076204,12.8268843923796,0.0,0.0028908458370991643
g3,94.21370252041179,5.786297479588214,0.0,0.0022681967385316452
