Policy,max_abs_display_shift,mean_abs_display_shift,pct_at_0_or_1,Team_MSE,RCE_model_based,High_conf_MSE
g0,0.0,0.0,4.993491894450361,0.5711218589148417,0.04027788110504997,0.097070179228203
g1,0.37479166666666663,0.1998481545512122,57.780144361614006,0.5183095758894917,0.16175402254009968,0.07121861271515961
g1_delta_0.30,0.30000000000000004,0.17151804497677264,0.0,0.5221754490645134,0.12946714006112617,0.07286964631564664
g1_delta_0.20,0.20000000000000007,0.1416570669587121,0.0,0.5289077569122612,0.10263863778013779,0.07689529460859539
g1_delta_0.15,0.15000000000000002,0.11670679477361788,0.0,0.5354702823054,0.0804829462717244,0.08055091276860143
g1_delta_0.10,0.10000000000000003,0.08489221859350891,0.0,0.544450689326488,0.052378783292846606,0.08494241242453952
g2,0.5777128782547502,0.23626579692108846,14.341498047568335,0.6233969025130743,0.12511100546658338,0.04335863972784495
g2_bounded_0.20,0.20000000000000007,0.1537332514100611,0.0,0.6141431598639666,0.053610239104996286,0.06469836085366419
g3,0.2868749999999999,0.13282987214122047,0.0,0.5304313036584528,0.06974224863309367,0.07569043926977738
